title,text,label
Amaran Taufan Dan Tsunami Berkelajuan 150-200 KM/J Bakal Menuju Ke Borneo,"WASHINGTON (Reuters) - U.S. financial regulators said on Friday that because the new tax bill could make timely financial reporting difficult, public companies can make reasonable estimates when uncertain of the impact of the new tax law in financial reports, and will have up to a year to report final numbers.               The Securities and Exchange Commission bulletin comes after the U.S. Chamber of Commerce warned on Thursday that some U.S. listed companies may struggle to file their annual financial reports on time because the Republican-led overhaul of the country‚Äôs tax system may prompt a raft of additional disclosures. In a statement on the Tax Cuts and Jobs Act (TJCA) issued on Friday, SEC Chairman Jay Clayton and Commissioners Kara Stein and Michael Piwowar said guidance was similar to that given in the past when tax law changes affected financial reporting. The $1.5 trillion tax bill, signed into law on Friday by U.S. President Donald Trump, will significantly affect many companies‚Äô year-end financial statements because listing rules oblige them to flag any potential material risks or changes to their operations and financial outlook to shareholders. The bill significantly lowers the income tax rate for U.S. companies - to 21 percent from 35 percent - allows them to repatriate cash from overseas, and modifies numerous deductions, among other changes.  Public companies have been given a ‚Äúmeasurement period‚Äù to study the changes created by a new law. During the measurement period, the SEC expects companies to complete their accounting and that ‚Äúin no circumstances should the measurement period extend beyond one year from the enactment date,‚Äù of the TJCA. Companies will also need to make disclosures during the measurement period, including any updates to provisional amounts given earlier, or newly discovered reporting implications from tax bill. For companies with fiscal years ending Dec. 31, getting the necessary analysis done in time could be tough, the Chamber said. The tax bill It is the largest such overhaul since the 1980. In addition to slashing the corporate rate, it temporarily reduces the tax burden for most individuals.     ",REAL
Dakwaan Bahawa Kemuncak Monsun Timur Laut Akan Berlaku Pada 24 –,"The following statements¬†were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own.¬†Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of ‚Äúlove‚Äù - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas! [0747 EST] - At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country! [0805 EST] - ‚ÄúThe President has accomplished some absolutely historic things during this past year.‚Äù Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long & beautiful list. [0917 EST] - With all my Administration has done on Legislative Approvals (broke Harry Truman‚Äôs Record), Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS & REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news? [1004 EST] - Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill. [1007 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",REAL
Kadar Pertukaran USD/MYR Yang Diterbitkan Oleh Google Pada 15 Mac 2024 Adalah Tidak Tepat ,"MEXICO CITY (Reuters) - Mexico‚Äôs finance ministry will evaluate whether to make fiscal changes in response to the U.S. tax reform, according to a document seen by Reuters on Friday. In the document, the ministry said Mexico would not make changes that left it with a higher public sector deficit. ‚ÄúNevertheless, there will be an assessment of whether modifications should be made to Mexico‚Äôs fiscal framework,‚Äù the document said. ",REAL
Dakwaan Bahawa Malaysia Akan Muflis Akibat Jumlah Hutang Yang Tinggi Adalah Tidak Benar ,"WASHINGTON (Reuters) - U.S. Senate Majority Leader Mitch McConnell on Friday said a shifting landscape will lead him to work with Democrats on immigration and financial regulation early in the new year, following a year of acrimony and partisan legislation. In an end-of-year news conference, McConnell touted a list of Republican accomplishments since President Donald Trump took office in January. It started with the confirmation of Neil Gorsuch to the Supreme Court and ended with an overhaul of the  U.S. tax code. But in January, McConnell‚Äôs already razor-thin 52-48 Republican majority will shrink to 51-49 with the swearing in of Senator-elect Doug Jones, the Democrat who surprised the political world with a win in a special election in the deeply Republican state of Alabama. Adding to McConnell‚Äôs difficulties, special Senate procedures are fading that allowed him to pass a tax bill and try to repeal the Affordable Care Act this year without any Democratic support. That means that McConnell‚Äôs victories - if he has them - will require more collaboration and less confrontation. The pivot was the centerpiece of his news conference remarks.  ‚ÄúThere are areas where I think we can get bipartisan agreement,‚Äù McConnell said. First on his list was legislation to change Dodd-Frank banking regulations that he said would help smaller financial institutions. The Kentucky senator noted that Senate Banking Committee Chairman Mike Crapo has advanced legislation that is co-sponsored by several Democrats. McConnell also pointed to bipartisan efforts to help undocumented immigrants, known as ‚ÄúDreamers,‚Äù who were brought into the United States when they were children. If negotiators from both parties can come to a deal for the Dreamers that Trump‚Äôs administration can support, ‚Äúwe‚Äôll spend floor time on that in January,‚Äù McConnell said. On Thursday, Senate Democratic Leader Chuck Schumer complained that throughout 2017 Republicans ‚Äúhave been hell-bent on pursuing a partisan agenda.‚Äù When asked by a reporter of possible bipartisan successes in 2018, Schumer pointed to the need for infrastructure improvements but said that Trump has been ‚Äúall over the lot‚Äù on how to accomplish road, airport and other construction projects. With the November 2018 congressional elections approaching, Democrats might have less incentive to cooperate with Republicans, especially after Schumer‚Äôs party won decisive victories in special elections this month and last in Alabama and Virginia. McConnell hinted it would be tougher to find agreement with Democrats on some other legislative issues, including welfare reform, which Trump says he wants to push ahead with in 2018. McConnell said he would consult with Trump and House of Representatives Speaker Paul Ryan in January over prospects for welfare reform.  ",REAL
Dakwaan Laporan Kononnya Gabenor BNM Meluluskan Platform Dagangan Bitcoin Adalah Palsu ,"(Reuters) - Democrat Doug Jones‚Äô surprise victory over Republican Roy Moore in this month‚Äôs special U.S. Senate election will be certified on Dec. 28, Alabama state officials said on Friday. Jones will be the first Democrat sent to the Senate from Republican stronghold Alabama in a quarter century. When he takes office, Republicans‚Äô majority in the chamber will narrow to 51 of the 100 seats. Alabama Governor Kay Ivey, Attorney General Steve Marshall and Secretary of State John Merrill will meet to certify Jones‚Äô win, Merrill‚Äôs office said in a statement. Jones‚Äô margin of victory was 1.5 percentage points. Moore has not conceded defeat in the Dec. 12 vote, despite being urged by President Donald Trump to do so. Calls and emails to Moore‚Äôs campaign spokeswomen were not immediately returned on Friday. Moore was a controversial candidate whose campaign was beset by allegations that he sexually assaulted or pursued teenage girls while he was in his 30s. He denied the misconduct allegations, saying they were a result of ‚Äúdirty politics.‚Äù ",REAL
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran,"WASHINGTON (Reuters) - A summer spat between President Donald Trump and Senate Majority Leader Mitch McConnell has turned into a warm embrace - and all it took was a sweeping rewrite of the U.S. tax code.     For months, McConnell urged the president to lock his cell phone in a drawer and retire his signature tweets that have Washington abuzz on a daily basis. He even chided Trump for having ‚Äúexcessive expectations‚Äù of Congress. For his part, Trump scorched McConnell in August for failing to repeal Obamacare, sidestepped reporters‚Äô questions over whether the senator should retire and tweeted, ‚ÄúMitch, get to work.‚Äù But with Congress‚Äô passage of the tax bill this week, giving Trump his first major legislative victory, the president tweeted on Wednesday, ‚ÄúI would like to congratulate @SenateMajLdr on having done a fantastic job.‚Äù McConnell joined in the love fest on Friday, or at least what constitutes a love fest for the understated senator. ‚ÄúWith regard to the president‚Äôs tweeting habits, I haven‚Äôt been a fan until this week. I‚Äôm warming up to it,‚Äù McConnell quipped. Still, he reined in reporters who asked whether he might visit Trump in Mar-a-Lago, the president‚Äôs Florida resort, over the Christmas and New Year holidays. McConnell laughed and said he would instead be attending a Dec. 30 football game in Jacksonville, Fla. ‚ÄúThat‚Äôs the closest I‚Äôll get.‚Äù ",REAL
"Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh","WASHINGTON (Reuters) - Steve Bannon, a former top White House strategist and a former chief campaign aide to Donald Trump, has been asked to testify before the U.S. House of Representatives intelligence panel next month, Bloomberg News reported. Corey Lewandowski, Trump‚Äôs former campaign manager, was also asked to testify in early January, Bloomberg reported on Friday, citing an official familiar with the committee‚Äôs schedule.  Representatives for the committee did not immediately respond to inquiries for comment. The panel is probing alleged Russian meddling into the 2016 U.S. election. ",REAL
Jabatan Insolvensi Malaysia Tiada Kaitan Dengan Urusan Wang Tak Dituntut ,"VATICAN CITY (Reuters) - Callista Gingrich, wife of the former speaker of the U.S. House of Representatives, on Friday became U.S. ambassador to the Vatican, which is at odds with Washington over immigration, climate change and Jerusalem. Callista Gingrich, 51, an author, documentary filmmaker and former congressional aide, presented her credentials to Pope Francis at the Vatican to officially assume her role. Her husband Newt Gingrich was an early supporter and vocal ally of U.S. President Donald Trump. Newt Gingrich is expected to continue his role as a political contributor to Fox News from his new base in Rome. Trump‚Äôs nomination of Callista Gingrich to the post at the Holy See in May caused some controversy because of her marriage to Gingrich, with whom she became involved when he was still married to his second wife. Both are Roman Catholic. On Thursday they attended the funeral at the Vatican of Cardinal Bernard Law, who resigned as Archbishop of Boston 15 years ago after covering up years of sexual abuse of children by priests.  The pope has implicitly criticized Trump‚Äôs decision to pull out of the Paris accord on climate change. He said last month that denying climate change or being indifferent to its effects were ‚Äúperverse attitudes‚Äù that blocked research and dialogue aimed at protecting the future of the planet. Francis is also opposed to Trump‚Äôs decision to recognize Jerusalem as Israel‚Äôs capital. The pontiff has called for respect for the city‚Äôs ‚Äústatus quo,‚Äù saying new tension in the Middle East would further inflame world conflicts.. On Thursday at the United Nations, where the Vatican has permanent observer status, more than 120 countries defied Trump and voted in favor of a resolution calling for the United States to drop its recent recognition. The U.S. embassy said in a statement that the new ambassador ‚Äúlooks forward to working with the Holy See to defend human rights, advance religious freedom, combat human trafficking, and to seek peaceful solutions to crises around the world‚Äù.    ",REAL
PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia ," KING OF PRUSSIA, Pennsylvania/WASHINGTON (Reuters) - In the Fox & Hound sports bar, next to a shopping mall in suburban Philadelphia, four Democrats are giving speeches to potential voters as they begin their journey to try to unseat Republican congressman Pat Meehan in next year‚Äôs elections. Winning this congressional district - Pennsylvania‚Äôs 7th - is key to Democrats‚Äô hopes of gaining the 24 seats they need to retake the U.S. House of Representatives next November. The stakes are high - control of the House would allow them to block President Donald Trump‚Äôs legislative agenda. On the surface, Democrats face a significant hurdle. In nearly two-thirds of 34 Republican-held districts that are top of the party‚Äôs target list, household income or job growth, and often both, have risen faster than state and national averages over the past two years, according to a Reuters analysis of census data.¬†(Graphic:¬†tmsnrt.rs/2Bgq29K) That is potentially vote-winning news for Republican incumbents, who in speeches and television ads can trumpet a strengthening economy as a product of Republican control of Washington, even though incomes and job growth began improving under former Democratic President Barack Obama. ‚ÄúThe good economy is really the only positive keeping Republicans afloat,‚Äù said David Wasserman, a congressional analyst with the non-partisan Cook Political Report. Still, trumpeting the good economy may have limited impact among voters in competitive districts like this mostly white southeast region of Pennsylvania bordering Delaware and New Jersey, which has switched between both parties twice in the past 15 years. Many of the two dozen voters that Reuters interviewed in the 6th and 7th districts agreed the economy was strong, that jobs were returning and wages were growing. A handful were committed Republicans and Democrats who always vote the party line. About half voted for Meehan last year, but most of those said they were unsure whether they would vote for him again in 2018. Some said they were disappointed with the Republican Party‚Äôs handling of healthcare and tax reform as well as Trump‚Äôs erratic performance. About half also felt that despite an improving economy, living costs are squeezing the middle class. Drew McGinty, one of the Democratic hopefuls at the Fox & Hound bar hoping to unseat Meehan, said the good economic numbers were misleading. ‚ÄúWhen I talk to people across the district, I hear about stagnant wages. I hear about massive debt young people are getting when they finish college. There‚Äôs a lot out there not being told by the numbers,‚Äù he said. Still, Meehan, who won by 19 points in last November‚Äôs general election, is confident the strong economy will help him next year. He plans to run as a job creator and a champion of the middle class. ‚ÄúThe first thing people look at is whether they have got a job and income,‚Äù Meehan said in a telephone interview. Democratic presidential candidate Hillary Clinton carried the district by more than two points in the White House race, giving Democrats some hope that they can peel it away from Republicans next November. Kyle Kondik, a political analyst at the University of Virginia Center for Politics, said the election will essentially be a referendum on Trump. The economy might help Republicans, he said, but other issues will likely be uppermost in voters‚Äô minds, like the Republican tax overhaul - which is seen by some as favoring the rich over the middle class - and Trump‚Äôs dismantling of President Barack Obama‚Äôs initiative to expand healthcare to millions of Americans, popularly known as Obamacare. Indeed, healthcare is Americans‚Äô top concern, according to a Reuters/Ipsos poll conducted earlier this month. Next is terrorism and then the economy. ‚ÄúHealthcare will be the No. 1 issue,‚Äù in the election, predicted Molly Sheehan, another Democrat running to unseat Meehan. Democrats have warned that dismantling Obamacare will leave millions of Americans without health coverage, and political analysts say Republicans in vulnerable districts could be punished by angry voters. Republicans argue that Obamacare drives up costs for consumers and interferes with personal medical decisions. In Broomall, a hamlet in the 7th District, local builder Greg Dulgerian, 55, said he voted for Trump and Meehan. He still likes Trump because of his image as a political outsider, but he is less certain about Meehan. ‚ÄúI‚Äôm busy, which is good,‚Äù Dulgerian said. ‚ÄúBut I actually make less than I did 10 years ago, because my living costs and costs of materials have gone up.‚Äù Dulgerian said he was not sure what Meehan was doing to address this, and he was open to a Democratic candidate with a plan to help the middle class. Ida McCausland, 65, is a registered Republican but said she is disappointed with the party. She views the overhaul of the tax system as a giveaway to the rich that will hit the middle class. ‚ÄúI will probably just go Democrat,‚Äù she said. Still, others interviewed said the good economy was the most important issue for them and would vote for Meehan. ¬†¬†¬† Mike Allard, 35, a stocks day trader, voted for Clinton last year but did not cast a ballot in the congressional vote. He thinks the economy will help Meehan next year and is leaning toward voting for him. ‚ÄúLocal businesses like the way the economy is going right now,‚Äù he said. In the 7th district median household income jumped more than 10 percent from 2014 to 2016, from $78,000 to around $86,000, above the national average increase of 7.3 percent, while job growth held steady, the analysis of the census data shows. Overall, the U.S. economy has grown 3 percent in recent quarters, and some forecasters now think the¬†stimulus from the Republican tax cuts will sustain that rate of growth through next year. Unemployment has dropped to 4.1 percent, a 17-year low. In midterm congressional elections, history shows that voters often focus on issues other than the economy. In 1966 the economy was thriving, but President Lyndon B. Johnson‚Äôs Democrats suffered a net loss of 47 seats, partly because of growing unhappiness with the Vietnam War. In 2006, again the economy was humming, but Republicans lost a net 31 seats in the House, as voters focused on the Iraq war and the unpopularity of Republican President George W. Bush. In 2010, despite pulling the economy out of a major recession, Democrats lost control of the House to Republicans, mainly because of the passage of Obamacare, which at the time was highly unpopular with many voters. ‚ÄúWhen times are bad, the election is almost always about the economy. When the economy is good, people have the freedom and the ability to worry about other issues,‚Äù said Stu Rothenberg, a veteran political analyst. ",REAL
Kerajaan Tidak Mampu Untuk Meningkatkan Gaji Minimum ? ,"(Reuters) - The U.S. State Department has told refugee agencies it will sharply pare back the number of offices across the country authorized to resettle people in 2018 as President Donald Trump cuts the number of refugees allowed into the United States. The announcement was made at a Dec. 1 meeting in Washington with State Department officials and representatives from nine major refugee agencies, several executives of the agencies said. Advocates said the decision is likely to lead to the closure of dozens of resettlement offices around the country, potentially leaving some refugees without access to services that help them integrate into American life. Several state refugee coordinators said they had also been made aware of the closures. ¬†¬†¬† Refugee resettlement in the United States is handled by nine non-profit agencies that receive funding from the federal government for some of their refugee work. They partner with, or oversee, hundreds of local offices in nearly every state that help new arrivals with basic tasks like enrolling children in school, arranging doctors‚Äô visits and applying for Social Security cards and other documents.  Though the agencies are independent, they must get government approval for where they will resettle new refugees.  Aid workers and state officials involved in refugee resettlement said the agencies were informed by the State Department in the Dec. 1 meeting that offices expected to handle fewer than 100 refugees in fiscal year 2018 will no longer be authorized to resettle new arrivals, which means many of them will have to close. There are about 300 resettlement offices spread across 49 states, and advocates estimate several dozen are at risk, though shuttering plans will not be finalized until next year. The Trump administration has said it wants refugees to assimilate quickly, both to promote national security and so that they can become self-sufficient. Refugee advocates say the closure of local offices will undermine that goal. They say the offices play a crucial role in helping newcomers traumatized from having fled conflict or persecution. Even if no new refugees are resettled by the offices they still have an obligation to help those already here, they say.  If refugees lose access to ‚Äúservices to help them navigate the processes of registering for school, and English classes and finding a job, that will mean that it will take longer for them to navigate life in the United States and contribute to our economy,‚Äù said Robert Carey, who directed the Office of Refugee Resettlement under former President Barack Obama.  A State Department official confirmed the Dec. 1 meeting and said the agency is looking to ‚Äúreduce costs and simplify management structures to help the U.S. Refugee Admissions Program run in a way that is fiscally responsible and sustainable.‚Äù  Some conservative groups that favor lower immigration said they would welcome curbs on the agencies‚Äô activities. ‚ÄúThese organizations have to adapt when their services are no longer needed as much,‚Äù said Jessica Vaughan, director of policy studies at the Center for Immigration Studies. ‚ÄúThere is no reason to keep funneling money to them.‚Äù Joshua Meservey, a senior policy analyst at the conservative Heritage Foundation who formerly worked in refugee resettlement, said that costs need to be balanced against benefits. ‚ÄúIt is unclear to me if the assimilation gains are great enough to justify the extra expense‚Äù of funding the smaller agencies, he said. The nine agencies are now trying to coordinate closures so that they can maintain at least one resettlement agency in as many states as possible, several agency executives said. ‚ÄúWe‚Äôre hoping that they (the State Department) only close sites where there is possible duplication,‚Äù said Mark Hetfield, president of HIAS, one of the nine agencies. ‚ÄúThis is going to have to be a negotiation and a process.‚Äù Since taking office in January, Trump has moved to sharply reduce refugee admissions to the United States, because of national security concerns and a belief that money could be better spent resettling people closer to their original homes. Soon after taking office, he slashed the 2017 U.S. refugee cap to 50,000 from the 110,000 ceiling set by Obama. In September, he announced a cap of 45,000 for 2018, the lowest number since the modern U.S. refugee program was established in 1980. The resettlement office in Chattanooga, Tennessee is at risk of shutting down, because it is only projected to receive about 85 refugees, said Holly Johnson, the state‚Äôs refugee coordinator. ‚ÄúSmall doesn‚Äôt necessarily mean weak or subpar,‚Äù Johnson said. ‚ÄúThey spend more time with folks, they have really well-established connections to the community, so people feel welcomed, which really helps.‚Äù Until this year, Idaho had four resettlement offices - three in Boise and one in Twin Falls, said Jan Reeves, director of the Idaho Office for Refugees, a non-profit which administers resettlement in the state. Earlier this year one of the sites in Boise shut down, he said. ‚ÄúIt was disruptive, and we‚Äôve lost a really valuable partner and we‚Äôve lost some capacity to do the job,‚Äù he said. ",REAL
"Projek Forest City Tidak Beri Sumbangan Kepada Johor, Dan Negara? ","WASHINGTON (Reuters) - The U.S. Congress on Thursday averted a government shutdown just one day before federal funding was due to expire, sending President Donald Trump a bill to provide just enough money to keep agencies operating through Jan. 19. With lawmakers eager to begin a holiday recess until Jan. 3, the House of Representatives and Senate scurried to pass the hastily written bill by votes of 231-188 and 66-32, respectively. When Congress returns, lawmakers will immediately have to get back to work on appropriating more money for a fiscal year that already will be three months old. They will try to pass an ‚Äúomnibus‚Äù spending bill to fund the government from Jan. 19 through Sept. 30. Negotiators have been struggling for months over thorny issues such as the amount of defense-spending increases versus increases for other domestic programs, including medical research, opioid treatment and ‚Äúanti-terrorism‚Äù activities. Fiscal hawks, meanwhile, are angry that Congress is again moving to bust through spending caps that had been designed to tamp down mounting federal debt. But some of those same lawmakers in the Republican-controlled Congress earlier in the week voted for a sweeping tax bill that will add $1.5 trillion over the next 10 years to a national debt that already stands at $20 trillion. With the clock ticking toward a deadline of midnight on Friday when government funding would run out, Democrats in the House and Senate made a strong pitch for including protections for young immigrants who entered the country illegally as children, popularly known as ‚ÄúDreamers.‚Äù In the end, the Congressional Hispanic Caucus and immigration advocacy groups failed. But nearly all of the House‚Äôs 193 Democrats and 29 of the Senate‚Äôs 46 Democrats voted no, in part to protest the lack of action on the immigration measure. Shortly before the House and Senate votes, Democratic Representative Luis Gutierrez told reporters, ‚ÄúWe‚Äôre really tired of tomorrow,‚Äù referring to years of failed attempts in Congress to protect Dreamers from deportation, allow them to legally work in the United States and get on a path to citizenship. They will resume their fight in January, aiming to win on the next spending bill or a separate measure. Trump has eliminated Obama-era temporary protections for Dreamers, but has asked Congress to come up with a permanent solution by March. In the meantime, about 122 Dreamers a day are becoming vulnerable to deportation while Congress bickers. Also on Thursday, the Senate put the brakes on another bill that passed the House, which would provide $81 billion in new disaster aid to help Puerto Rico, the U.S. Virgin Islands and several states hit by this year‚Äôs hurricanes or wildfires. The temporary spending bill did, however, give Trump a modest increase of $4.7 billion for the Department of Defense to be used for missile defense and ship repair. The bill includes $2.85 billion to fund the Children‚Äôs Health Insurance Program through March and funding for community health centers and the Indian Health Service. The plan also would extend the National Security Agency‚Äôs expiring internet surveillance program, known as Section 702 of the Foreign Intelligence Surveillance Act, through Jan. 19. Other provisions address funding for veterans, the Coast Guard and flood insurance. Most government programs would be temporarily extended until Jan. 19 at fiscal 2017 levels. ",REAL
Kerajaan Perlu Membayar Pampasan Berikutan Penangguhan HSR? ,"(Reuters) - The U.S. Congress on Thursday approved a temporary funding bill to prevent federal agencies from shutting down at midnight Friday when existing money was set to expire. The following are the major items that were debated on the legislation that President Donald Trump is expected to sign into law: The Friday midnight deadline for action was the result of the Republican-controlled Congress failing to pass any of the regular appropriations bills for the fiscal year that began Oct. 1. Instead, the government has been operating on a series of temporary measures. This newest stopgap bill continues funding for government operations through Jan. 19, giving lawmakers several weeks to work out a spending bill that would pay for agency activities through Sept. 30, the end of the current fiscal year.  House of Representatives conservatives failed in their bid to attach a major defense spending increase that would fund the Pentagon through September. Instead, Congress agreed to fund the military through Jan. 19, like most other programs. But in a move to attract support, a $4.7 billion increase was included to be used for missile defense and ship repair. Democrats and Republicans will continue negotiations on higher funding for both military and non-military programs. An $81 billion disaster aid bill was going to be attached to the government funding bill. Instead, the House approved it as a stand-alone bill, only to see the Senate put off action until at least next month. It would build on about $52 billion already provided to Puerto Rico, the U.S. Virgin Islands and several states hit by severe hurricanes, wildfires or other natural disasters. Democrats want to do more for Puerto Rico and some Republicans worry about the mounting costs of disaster aid. The Children‚Äôs Health Insurance Program, which helps provide medical care to nearly 9 million children in low-income families, will get $2.85 billion to cover expenses through March as lawmakers seek a more permanent solution. Senators put off until early next year their bid to maintain healthcare subsidies for low-income people participating in the Affordable Care Act, also known as Obamacare. Many House Republican lawmakers dislike the idea. The National Security Agency‚Äôs warrantless internet surveillance program under the Foreign Intelligence Surveillance Act will be extended through Jan. 19 as lawmakers try to reconcile competing versions of such legislation in the House and Senate.  Legislation to protect ‚ÄúDreamers‚Äù from deportation was not included, despite Democrats‚Äô push to resolve the issue by year‚Äôs end. It was a major disappointment for the Congressional Hispanic Caucus and immigration advocacy groups. But negotiators are still trying to reach a deal on helping immigrants, many from Mexico and Central America, brought to the United States illegally as children. The issue is expected to come back to life in early 2018.   ",REAL
Pelaburan LTAT Dalam AES Terancam Berikutan Pengambilalihan AES Oleh Kerajaan? ,"NEW YORK (Reuters) - A federal judge in New York on Thursday threw out a lawsuit that had accused President Donald Trump of violating the U.S. Constitution by accepting foreign payments through his hotels and other businesses, handing him a major victory on an issue that has dogged him since even before he took office in January. Though other lawsuits remain pending that make similar claims, the ruling by U.S. District Judge George Daniels is the first to weigh the merits of the U.S. Constitution‚Äôs anti-corruption provisions as they apply to Trump, a wealthy businessman who as president regularly visits his own hotels, resorts and golf clubs. In a 29-page opinion granting the Trump administration‚Äôs request to toss the suit, Daniels said the plaintiffs did not have legal standing to bring the suit. The plaintiffs included the nonprofit watchdog group Citizens for Responsibility and Ethics in Washington (CREW), a hotel owner, a hotel events booker and a restaurant trade group. The lawsuit, filed after the Republican president took office in January, accused Trump of running afoul of the Constitution‚Äôs ‚Äúemoluments‚Äù clause by maintaining ownership of his business empire while in office.  The emoluments clause, designed to prevent corruption and foreign influence, bars U.S. officials from accepting gifts from foreign governments without congressional approval. Trump has ceded day-to-day control of his businesses to his sons. Critics have said that is not a sufficient safeguard. The plaintiffs said they are legally injured when foreign governments try to ‚Äúcurry favor‚Äù with Trump by paying to use his businesses, such as the Trump International Hotel in Washington or a high-end restaurant at a Trump hotel in New York City. The plaintiffs said this leads them to have lost patronage, wages and commissions. U.S. Department of Justice spokeswoman Lauren Ehrsam said the Trump administration ‚Äúappreciates the court‚Äôs ruling.‚Äù Daniels, appointed to the bench by Democratic former President Bill Clinton, said in his decision that the plaintiffs‚Äô claims were speculative. Daniels said Trump had amassed wealth and fame even before taking office and was competing in the hospitality industry.  ‚ÄúIt is only natural that interest in his properties has generally increased since he became president,‚Äù the judge wrote. The judge also said that if Congress wanted to do something about the president‚Äôs actions, it could. ‚ÄúCongress is not a potted plant,‚Äù Daniels said. ‚ÄúIt is a co-equal branch of the federal government with the power to act.‚Äù CREW Executive Director Noah Bookbinder said that his legal team is weighing options on how to proceed. ‚ÄúWhile today‚Äôs ruling is a setback, we will not walk away from this serious and ongoing constitutional violation,‚Äù Bookbinder added. Some legal experts had raised concerns even before his inauguration on Jan. 20 that Trump would violate the emoluments clause as president.  ",REAL
Peniaga Dikenakan Penalti Jika Lewat Daftar SST? ,"WASHINGTON (Reuters) - Legislation to provide $81 billion in new disaster aid for U.S. states, Puerto Rico and the U.S. Virgin Islands was put on hold by the Senate on Thursday amid attacks from both Republicans and Democrats. The Republican-controlled House of Representatives passed the legislation earlier on Thursday to help recovery efforts stemming from hurricanes and wildfires. But the Senate put off a vote until at least January, according to some lawmakers and aides, after Democrats complained Puerto Rico was not getting enough help and some fiscal hawks fretted about the overall cost. ",REAL
Harga Rumah Akan Meningkat Selepas Perlaksanaan SST? ,"The following statements¬†were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own.¬†Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts! [0724 EST] - Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success! [0745 EST] - Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN [0856 EST] - House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don‚Äôt let this happen. Pass the C.R. TODAY and keep our Government OPEN! [0952 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",REAL
"Dakwaan Terdapat Bantuan Kewangan Sehingga RM2,000 Secara One-Off Untuk Pelajar IPT Adalah Tidak Benar ","WASHINGTON (Reuters) - The ethics probe into U.S. Representative Blake Farenthold, who is already under a cloud for alleged sexual misconduct, is being expanded to look into whether he mixed his political campaign with congressional work and lied to the House Ethics Committee, the panel said on Thursday. Last week, Farenthold said he would not seek re-election next year after accounts surfaced that he created a hostile work environment. The Texas Republican denied allegations of sexual harassment but admitted allowing an unprofessional culture in his Capitol Hill office. On Thursday the ethics committee voted unanimously to investigate whether Farenthold used his congressional staff and other resources of the House of Representatives to further his political campaign, and if he had made false statements or omissions to the committee. The panel was already looking into whether he committed sexual harassment, discrimination and retaliation against a former staff member and if he made inappropriate statements to other members of his staff.  The committee said the announcement should not be read as an indication that it had found any rule violations. Farenthold‚Äôs office did not immediately respond to a request for comment. Congress strictly divides lawmakers‚Äô work on Capitol Hill and their runs for re-election so that taxpayers do not end up subsidizing political campaigns. In August, the committee went so far as to warn Representatives, who face elections every two years, they should not even send texts or forward emails related to their campaigns while in House buildings. Congress is reviewing its workplace policies on sexual harassment after a number of lawmakers have been accused of sexual misconduct in recent weeks amid a wave of such allegations against powerful men in entertainment, politics and the media. A bipartisan group of lawmakers in the House said on Thursday intends to introduce legislation in January reforming a 20-year-old law that covers sexual harassment in Congress, which it hopes will pass soon after. ",REAL
